ID,Name,Type,Continent,Superregion,Region,Area
2950,Buhera,Land,Africa,Southern Africa,South Africa,Zimbabwe
2951,Manyika,Land,Africa,Southern Africa,South Africa,Zimbabwe
2952,Madanda,Land,Africa,Southern Africa,South Africa,Zimbabwe
2953,Hjälmaren,Lake,,,,
2954,Djerba,Land,Africa,Northern Africa,Maghreb,Djerba
2955,Ingolstadt,Land,Europe,Western Europe,South Germany,Upper Bavaria
2956,Straubing,Land,Europe,Western Europe,South Germany,Lower Bavaria
2957,Regensburg,Land,Europe,Western Europe,South Germany,Lower Bavaria
2958,Osterode,Land,Europe,Eastern Europe,Baltic,East Prussia
2959,Tarnow,Land,Europe,Eastern Europe,Poland,Sandomierz
2960,Nowy Sacz,Land,Europe,Eastern Europe,Poland,Malopolska
2961,Lwow,Land,Europe,Eastern Europe,Poland,Red Ruthenia
2962,Rowne,Land,Europe,Eastern Europe,Ruthenia,Volhynia
2963,Notec,Land,Europe,Eastern Europe,Poland,Wielkopolska
2964,Altmark,Land,Europe,Western Europe,North Germany,Saxony-Anhalt
2965,Vogtland,Land,Europe,Western Europe,North Germany,Thuringia
2966,Glogau,Land,Europe,Eastern Europe,Poland,Silesia
2967,Eger,Land,Europe,Western Europe,North Germany,Erzgebirge
2968,Budejovice,Land,Europe,Western Europe,North Germany,Bohemia
2969,Sternberg,Land,Europe,Western Europe,North Germany,Neumark
2970,Hradecko,Land,Europe,Western Europe,North Germany,Bohemia
2971,Hoya,Land,Europe,Western Europe,North Germany,Braunschweig
2972,Paderborn,Land,Europe,Western Europe,North Germany,South Westphalia
2973,Meppen,Land,Europe,Western Europe,North Germany,North Westphalia
2974,Loon,Land,Europe,Western Europe,Low Countries,South Brabant
2975,Kleves,Land,Europe,Western Europe,North Germany,North Rhine
2976,Perugia,Land,Europe,Western Europe,Italy,Lazio-Umbria
2977,Urbino,Land,Europe,Western Europe,Italy,Marche-Abruzzo
2978,Arezzo,Land,Europe,Western Europe,Italy,Tuscany
2979,Novara,Land,Europe,Western Europe,Italy,Lombardy
2980,Lucca,Land,Europe,Western Europe,Italy,Tuscany
2981,Montferrat,Land,Europe,Western Europe,Italy,Piedmont
2982,Syracuse,Land,Europe,Western Europe,Italy,Eastern Sicily
2983,Salerno,Land,Europe,Western Europe,Italy,Campania
2984,Cosenza,Land,Europe,Western Europe,Italy,Calabria
2985,Capitanata,Land,Europe,Western Europe,Italy,Apulia
2986,Cagliari,Land,Europe,Western Europe,Italy,Western Mediterranean Islands
2987,Urgell,Land,Europe,Western Europe,Iberia,Catalonia
2988,Tarragona,Land,Europe,Western Europe,Iberia,Catalonia
2989,Rioja,Land,Europe,Western Europe,Iberia,Vasconia
2990,Teruel,Land,Europe,Western Europe,Iberia,Aragon
2991,Forcalquier,Land,Europe,Western Europe,France,Provence
2992,Albenga,Land,Europe,Western Europe,Italy,Liguria
2993,Uckermark,Land,Europe,Western Europe,North Germany,Mittelmark
2994,Wolgast,Land,Europe,Western Europe,North Germany,Vorpommern
2995,Stolp,Land,Europe,Western Europe,North Germany,Hinterpommern
2996,Wismar,Land,Europe,Western Europe,North Germany,Mecklenburg
2997,Tuchola,Land,Europe,Eastern Europe,Baltic,West Prussia
2998,Buzau,Land,Europe,Eastern Europe,Carpathia,Wallachia
2999,Hormuz,Land,Asia,Persia,Persia,Mogostan
3000,Nis,Land,Europe,Eastern Europe,Balkans,Serbia
3001,Skopje,Land,Europe,Eastern Europe,Balkans,Macedonia
3002,Visoki,Land,Europe,Eastern Europe,Balkans,Bosnia
3003,Euboea,Land,Europe,Levant,Anatolia,Aegean Archipelago
4020,Comoros,Land,Africa,Southern Africa,East Africa,Mozambique
4021,Antankara,Land,Africa,Southern Africa,East Africa,Betsimasaraka
4022,Iboina,Land,Africa,Southern Africa,East Africa,Sakalava
4023,Tsimihety,Land,Africa,Southern Africa,East Africa,Madagascar Highlands
4024,Maroantsetra,Land,Africa,Southern Africa,East Africa,Betsimasaraka
4025,Vatomandry,Land,Africa,Southern Africa,East Africa,Betsimasaraka
4026,Antemoro,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4027,Betsileo,Land,Africa,Southern Africa,East Africa,Madagascar Highlands
4028,Mahafaly,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4029,Antanosy,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4030,Bara,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4031,Antsalova,Land,Africa,Southern Africa,East Africa,Sakalava
4032,Fiherana,Land,Africa,Southern Africa,East Africa,Sakalava
4033,Al Qadarif,Land,Africa,Northern Africa,Horn of Africa,Sennar
4034,Makua,Land,Africa,Southern Africa,East Africa,Makuana
4035,Ngindo,Land,Africa,Southern Africa,East Africa,Makuana
4036,Wayao,Land,Africa,Southern Africa,East Africa,Ruvuma
4037,Katsekera,Land,Africa,Southern Africa,East Africa,Ruvuma
4038,Lolo,Land,Africa,Southern Africa,East Africa,Shire
4039,Lundu,Land,Africa,Southern Africa,East Africa,Shire
4040,Kalonga,Land,Africa,Southern Africa,East Africa,Shire
4041,Kinga,Land,Africa,Southern Africa,East Africa,Ngonde
4042,Makonde,Land,Africa,Southern Africa,East Africa,Ruvuma
4043,Phangwa,Land,Africa,Southern Africa,East Africa,Ruvuma
4044,Ngonde,Land,Africa,Southern Africa,East Africa,Ngonde
4045,Tumbuka,Land,Africa,Southern Africa,East Africa,Ngonde
4046,Lala,Land,Africa,Southern Africa,East Africa,Upper Zambezi
4047,Nsenga,Land,Africa,Southern Africa,East Africa,Upper Zambezi
4048,Lomwe,Land,Africa,Southern Africa,East Africa,Makuana
4049,Ibo,Land,Africa,Southern Africa,East Africa,Mozambique
4050,Luangwa,Land,Africa,Southern Africa,East Africa,Upper Zambezi
4051,Ewaso Ngiro,Land,Africa,Southern Africa,East Africa,Jubba
4052,Dawa,Land,Africa,Southern Africa,East Africa,Jubba
4053,Turkana,Land,Africa,Southern Africa,Central Africa,Kenya
4054,Kuria,Land,Africa,Southern Africa,Central Africa,Kenya
4055,Shamba,Land,Africa,Southern Africa,Central Africa,Tanzania
4056,Gogo,Land,Africa,Southern Africa,Central Africa,Tanzania
4057,Nyatura,Land,Africa,Southern Africa,Central Africa,Tanzania
4058,Zigua,Land,Africa,Southern Africa,Central Africa,Tanzania
4059,Shaga,Land,Africa,Southern Africa,Central Africa,Buzinza
4060,Kikuyu,Land,Africa,Southern Africa,Central Africa,Kenya
4061,Buzinza,Land,Africa,Southern Africa,Central Africa,Buzinza
4062,Busoga,Land,Africa,Southern Africa,Central Africa,Uganda
4063,Karagwe,Land,Africa,Southern Africa,Central Africa,Buzinza
4064,Buganda,Land,Africa,Southern Africa,Central Africa,Uganda
4065,Bunyoro,Land,Africa,Southern Africa,Central Africa,Bunyoro
4066,Nkore,Land,Africa,Southern Africa,Central Africa,Uganda
4067,Nduga,Land,Africa,Southern Africa,Central Africa,Rwanda
4068,Bafuriru,Land,Africa,Southern Africa,Central Africa,Rwanda
4069,Bushubi,Land,Africa,Southern Africa,Central Africa,Rwanda
4070,Nkoma,Land,Africa,Southern Africa,Central Africa,Buha
4071,Buyogoma,Land,Africa,Southern Africa,Central Africa,Buha
4072,Ruguru,Land,Africa,Southern Africa,Central Africa,Buha
4073,Hehe,Land,Africa,Southern Africa,Central Africa,Tanzania
4074,Pubungo,Land,Africa,Southern Africa,Central Africa,Bunyoro
4075,Lango,Land,Africa,Southern Africa,Central Africa,Bunyoro
4076,Muhambwe,Land,Africa,Southern Africa,Central Africa,Buha
4077,Rukwa,Land,Africa,Southern Africa,Central Africa,Buha
4078,Mayumba,Land,Africa,Southern Africa,Congo,Kongolese Coast
4079,Ngoyo,Land,Africa,Southern Africa,Congo,Kongolese Coast
4080,Soyo,Land,Africa,Southern Africa,Congo,Kongolese Coast
4081,Songo,Land,Africa,Southern Africa,Congo,Lower Kasai
4082,Kasanje,Land,Africa,Southern Africa,Congo,Matamba
4083,Shinje,Land,Africa,Southern Africa,Congo,Kasai
4084,Malem,Land,Africa,Southern Africa,Congo,Matamba
4085,Yaka,Land,Africa,Southern Africa,Congo,Lower Kasai
4086,Nunu,Land,Africa,Southern Africa,Congo,Lower Kasai
4087,Kumbana,Land,Africa,Southern Africa,Congo,Kasai
4088,Munene,Land,Africa,Southern Africa,Congo,Lower Kasai
4089,Kuba,Land,Africa,Southern Africa,Central Africa,Sankuru
4090,Songye,Land,Africa,Southern Africa,Central Africa,Sankuru
4091,Mpasu,Land,Africa,Southern Africa,Congo,Kasai
4092,Rund,Land,Africa,Southern Africa,Congo,Kasai
4093,Lwena,Land,Africa,Southern Africa,Congo,Kasai
4094,Chokwe,Land,Africa,Southern Africa,Central Africa,Chokwe
4095,Ishindi,Land,Africa,Southern Africa,Central Africa,Chokwe
4096,Kalundwe,Land,Africa,Southern Africa,Central Africa,Sankuru
4097,Luba,Land,Africa,Southern Africa,Central Africa,Luba
4098,Upemba,Land,Africa,Southern Africa,Central Africa,Shaba
4099,Hemba,Land,Africa,Southern Africa,Central Africa,Luba
4100,Luapula,Land,Africa,Southern Africa,Central Africa,Shaba
4101,Lualaba,Land,Africa,Southern Africa,Central Africa,Shaba
4102,Bemba,Land,Africa,Southern Africa,Central Africa,Shaba
4103,Tabwa,Land,Africa,Southern Africa,Central Africa,Shaba
4104,Lamba,Land,Africa,Southern Africa,Central Africa,Zambia
4105,Kusu,Land,Africa,Southern Africa,Central Africa,Luba
4106,Lenje,Land,Africa,Southern Africa,Central Africa,Zambia
4107,Kanongesha,Land,Africa,Southern Africa,Central Africa,Chokwe
4108,Kaonde,Land,Africa,Southern Africa,Central Africa,Zambia
4109,Lega,Land,Africa,Southern Africa,Central Africa,Luba
4110,Sutherland,Land,Europe,Western Europe,Britain,Highlands
4111,Saintonge,Land,Europe,Western Europe,France,Poitou
4112,Quercy,Land,Europe,Western Europe,France,Guyenne
4113,Rovaniemi,Land,Europe,Western Europe,Scandinavia,Ostrobothnia
4114,Jokkmokk,Land,Europe,Western Europe,Scandinavia,Norrland
4115,Mazyr,Land,Europe,Eastern Europe,Ruthenia,Minsk
4116,Oka,Land,Europe,Eastern Europe,Russia,Oka
4117,Bezhetsk,Land,Europe,Eastern Europe,Russia,Yaroslavl
4118,Cork,Land,Europe,Western Europe,Britain,Munster
4119,Sligo,Land,Europe,Western Europe,Britain,Connacht
4120,Kildare,Land,Europe,Western Europe,Britain,Leinster
4121,Ulster,Land,Europe,Western Europe,Britain,Ulster
4122,Shenkursk,Land,Europe,Eastern Europe,Russia,Arkhangelsk
4123,Pirkanmaa,Land,Europe,Western Europe,Scandinavia,Finland
4124,Karelia,Land,Europe,Eastern Europe,Russia,North Karelia
4125,Szolnok,Land,Europe,Eastern Europe,Carpathia,Alföld
4126,Bacs,Land,Europe,Eastern Europe,Carpathia,Transdanubia
4127,Turda,Land,Europe,Eastern Europe,Carpathia,Northern Transylvania
4128,Királyföld,Land,Europe,Eastern Europe,Carpathia,Southern Transylvania
4129,Ust-Vym,Land,Europe,Eastern Europe,Ural,Perm
4130,Somerset,Land,Europe,Western Europe,Britain,Wessex
4131,Mutsu,Land,Asia,Far East,Japan,Tohoku
4132,Mweru,Lake,,,,
4133,Kivu,Lake,,,,
4134,Rutanzige,Lake,,,,
4135,Lake Albert,Lake,,,,
4136,Zaysan,Lake,,,,
4137,Alakol,Lake,,,,
4138,Issyk-Kul,Lake,,,,
4139,Oulujärvi,Lake,,,,
4140,Saimaa,Lake,,,,
4141,Dithmarschen,Land,Europe,Western Europe,North Germany,Schleswig-Holstein
4142,Østjylland,Land,Europe,Western Europe,Scandinavia,North Jutland
4143,Smålenene,Land,Europe,Western Europe,Scandinavia,Østlandet
4144,Bratsberg,Land,Europe,Western Europe,Scandinavia,Østlandet
4145,Agdesiden,Land,Europe,Western Europe,Scandinavia,Vestlandet
4146,Langfjella,Wasteland,Europe,,,
4147,Rostov,Land,Europe,Eastern Europe,Russia,Vladimir
4148,Luki,Land,Europe,Eastern Europe,Russia,Pskov
4149,Kolding,Land,Europe,Western Europe,Scandinavia,North Jutland
4150,Évora,Land,Europe,Western Europe,Iberia,Alentejo
4151,Enare,Land,Europe,Western Europe,Scandinavia,Laponia
4152,Kainuu,Land,Europe,Western Europe,Scandinavia,Ostrobothnia
4153,The Scandes,Wasteland,Europe,,,
4154,The Pyrenees,Wasteland,Europe,,,
4155,The Carpathians,Wasteland,Europe,,,
4156,The Caucasus,Wasteland,Europe,,,
4157,The Alps,Wasteland,Europe,,,
4158,Janjiro,Land,Africa,Northern Africa,Horn of Africa,Kaffa
4159,The Alps,Wasteland,Europe,,,
4160,The Alps,Wasteland,Europe,,,
4161,The Alps,Wasteland,Europe,,,
4162,The Alps,Wasteland,Europe,,,
4163,Elfsborg,Land,Europe,Western Europe,Scandinavia,Västra Götaland
4164,Dal,Land,Europe,Western Europe,Scandinavia,Västra Götaland
4165,Göinge,Land,Europe,Western Europe,Scandinavia,Skåneland
4166,Tiohärad,Land,Europe,Western Europe,Scandinavia,Östra Götaland
4167,High Atlas,Wasteland,Africa,,,
4168,High Atlas,Wasteland,Africa,,,
4169,Aures,Wasteland,Africa,,,
4170,Zagros,Wasteland,Asia,,,
4171,Abarquh,Land,Asia,Persia,Persia,Isfahan
4172,Zagros,Wasteland,Asia,,,
4173,Syrmia,Land,Europe,Eastern Europe,Balkans,Slavonia
4174,Durrës,Land,Europe,Eastern Europe,Balkans,Albania
4175,Lezhë,Land,Europe,Eastern Europe,Balkans,Albania
4176,Branicevo,Land,Europe,Eastern Europe,Balkans,Serbia
4177,Alborz,Wasteland,Asia,,,
4178,Pontic Mountains,Wasteland,Europe,,,
4179,Hakkari Mountains,Wasteland,Asia,,,
4180,Hyuga,Land,Asia,Far East,Japan,Southern Kyushu
4181,Higo,Land,Asia,Far East,Japan,Southern Kyushu
4182,Hizen,Land,Asia,Far East,Japan,Northern Kyushu
4183,Iwami,Land,Asia,Far East,Japan,San'indo
4184,Bizen,Land,Asia,Far East,Japan,Sanyodo
4185,Tango,Land,Asia,Far East,Japan,San'indo
4186,Iyo,Land,Asia,Far East,Japan,Shikoku
4187,Kii,Land,Asia,Far East,Japan,Kinai
4188,Shinano,Land,Asia,Far East,Japan,Eastern Chubu
4189,Sagami,Land,Asia,Far East,Japan,Western Kanto
4190,Shimousa,Land,Asia,Far East,Japan,Eastern Kanto
4191,Shimotsuke,Land,Asia,Far East,Japan,Eastern Kanto
4192,Ugo,Land,Asia,Far East,Japan,Tohoku
4193,Oshima,Land,Asia,Far East,Japan,Hokkaido
4194,Yongping,Land,Asia,China,North China,North Hebei
4195,Zhending,Land,Asia,China,North China,South Hebei
4196,Haizhou,Land,Asia,China,North China,North Jiangsu
4197,Huangzhou,Land,Asia,China,South China,Hubei
4198,Fengxiang,Land,Asia,China,North China,Shaanxi
4199,Tongren,Land,Asia,China,Xinan,Yun-Gui Hinterland
4200,Hulan,Land,Asia,Far East,Manchuria,Central Heilongjiang
4201,Jianzhou,Land,Asia,Far East,Manchuria,South Jilin
4202,Taining,Land,Asia,Tartary,Mongolia,Eastern Mongolia
4203,Ju Ud,Land,Asia,Tartary,Mongolia,Chahar
4204,Anding,Land,Asia,Tartary,Tibet,Amdo
4205,Nagchu,Land,Asia,Tartary,Tibet,U
4206,Balikul,Land,Asia,Tartary,Mongolia,Turpan-Kumul
4207,Turpan,Land,Asia,Tartary,Mongolia,Turpan-Kumul
4208,Qurqara-usu,Land,Asia,Tartary,Mongolia,South Dzungaria
4209,Maralbexi,Land,Asia,Tartary,Central Asia,Kashgaria
4210,Yangi Hissar,Land,Asia,Tartary,Central Asia,Kashgaria
4211,Dazhou,Land,Asia,China,Xinan,Chuanbei
4212,Jiazhou,Land,Asia,China,Xinan,Sichuan
4213,Luzhou,Land,Asia,China,Xinan,Chuannan
4214,Kalar,Land,Asia,Far East,Manchuria,North Ilin Hala
4215,Fudali,Land,Asia,Far East,Manchuria,North Ilin Hala
4216,Ulch,Land,Asia,Far East,Manchuria,North Ilin Hala
4217,Pijin,Land,Asia,Far East,Manchuria,South Ilin Hala
4218,Buteha,Land,Asia,Tartary,Mongolia,Cicigar
4219,Bayan Tumen,Land,Asia,Tartary,Mongolia,Xilin Gol
4220,Khiagt,Land,Asia,Tartary,Mongolia,Outer Mongolia
4221,Dundgovi,Land,Asia,Tartary,Mongolia,Gobi
4222,Ulaangom,Land,Asia,Tartary,Mongolia,Kobdo
4223,Hetao,Land,Asia,Tartary,Mongolia,Ordos
4224,Tokai Sea,Inland sea,,West Pacific,East China Sea,Philipine Sea
4225,Hokkaido Coast,Sea,,West Pacific,East China Sea,Sea of Japan
4226,Japan Basin,Inland sea,,West Pacific,East China Sea,Sea of Japan
4227,Jinju,Land,Asia,Far East,Korea,Eastern Korea
4228,Naju,Land,Asia,Far East,Korea,Southern Korea
4229,Chungju,Land,Asia,Far East,Korea,Southern Korea
4230,Suwon,Land,Asia,Far East,Korea,Western Korea
4231,Haeju,Land,Asia,Far East,Korea,Western Korea
4232,Ganggye,Land,Asia,Far East,Korea,Pyongan
4233,Bohai Sea,Inland sea,,West Pacific,East China Sea,East China Sea
4234,Western Yellow Sea,Inland sea,,West Pacific,East China Sea,East China Sea
4235,Vistula Lagoon,Lake,,,,
4236,Trencin,Land,Europe,Eastern Europe,Carpathia,Slovakia
4237,Olomouc,Land,Europe,Western Europe,North Germany,Moravia
4238,Liegnitz,Land,Europe,Eastern Europe,Poland,Silesia
4239,Belgrade,Land,Europe,Eastern Europe,Balkans,Serbia
4240,Fejér,Land,Europe,Eastern Europe,Carpathia,Transdanubia
4241,Wenden,Land,Europe,Eastern Europe,Baltic,Livonia
4242,Ula,Land,Europe,Eastern Europe,Ruthenia,Minsk
4243,Toropets,Land,Europe,Eastern Europe,Russia,Tver
4244,Trubchevsk,Land,Europe,Eastern Europe,Ruthenia,Smolensk
4245,Vyazma,Land,Europe,Eastern Europe,Ruthenia,Smolensk
4246,Mstislav,Land,Europe,Eastern Europe,Ruthenia,White Ruthenia
4247,Owrucz,Land,Europe,Eastern Europe,Ruthenia,West Dniepr
4248,Kashin,Land,Europe,Eastern Europe,Russia,Tver
4249,Zubtsov,Land,Europe,Eastern Europe,Russia,Tver
4250,Mologa,Land,Europe,Eastern Europe,Russia,Yaroslavl
4251,Mozhaisk,Land,Europe,Eastern Europe,Russia,Moscow
4252,Kolomna,Land,Europe,Eastern Europe,Russia,Moscow
4253,Yuriev,Land,Europe,Eastern Europe,Russia,Vladimir
4254,Starodub,Land,Europe,Eastern Europe,Russia,Suzdal
4255,Pronsk,Land,Europe,Eastern Europe,Russia,Ryazan
4256,Solvychegodsk,Land,Europe,Eastern Europe,Russia,Arkhangelsk
4257,Mezen,Land,Europe,Eastern Europe,Russia,Arkhangelsk
4258,Onega,Land,Europe,Eastern Europe,Russia,Pomorye
4259,Velsk,Land,Europe,Eastern Europe,Russia,Beloozero
4260,Vyshny Volochyok,Land,Europe,Eastern Europe,Russia,Novgorod
4261,Ustyuzhna,Land,Europe,Eastern Europe,Russia,Beloozero
4262,Totma,Land,Europe,Eastern Europe,Russia,Vologda
4263,Sol Galitskaya,Land,Europe,Eastern Europe,Russia,Vologda
4264,Tetyushi,Land,Europe,Eastern Europe,Ural,Kazan
4265,Ar-Chally,Land,Europe,Eastern Europe,Ural,Volga
4266,Izhkar,Land,Europe,Eastern Europe,Ural,Kama
4267,Bolgar,Land,Europe,Eastern Europe,Ural,Volga
4268,Aqabah,Land,Asia,Levant,Arabia,Tabuk
4269,Al Wajh,Land,Asia,Levant,Arabia,Tabuk
4270,Azraq,Land,Asia,Levant,Mashriq,Syrian Desert
4271,Suwayda,Land,Asia,Levant,Mashriq,Syrian Desert
4272,Al Jawf,Land,Asia,Levant,Arabia,An Nafud
4273,Al-Kariatan,Land,Asia,Levant,Arabia,al-Qasim
4274,Sudayr,Land,Asia,Levant,Arabia,al-Qasim
4275,Al-Yamamah,Land,Asia,Levant,Arabia,al-Yamamah
4276,Jabal Tubaiq,Wasteland,Asia,,,
4277,Taif,Land,Asia,Levant,Arabia,Mecca
4278,Qunfudhah,Land,Asia,Levant,Arabia,Mecca
4279,Zabid,Land,Asia,Levant,Arabia,Tihama al-Yemen
4280,Taiz,Land,Asia,Levant,Arabia,Lower Yemen
4281,Dhamar,Land,Asia,Levant,Arabia,Upper Yemen
4282,Sahda,Land,Asia,Levant,Arabia,Asir
4283,Shihr,Land,Asia,Levant,Arabia,Hadramut
4284,Al Ghaydah,Land,Asia,Levant,Arabia,Mahra
4285,Baraimi,Land,Asia,Levant,Arabia,Oman
4286,Ash Sharqiyah,Land,Asia,Levant,Arabia,Muscat
4287,Ibra,Land,Asia,Levant,Arabia,Oman
4288,Shatt,Land,Asia,Levant,Mashriq,Basra
4289,Shushtar,Land,Asia,Persia,Persia,Khuzestan
4290,Hoveyzeh,Land,Asia,Persia,Persia,Khuzestan
4291,Qazaniya,Land,Asia,Levant,Mashriq,Iraq Arabi
4292,Mardin,Land,Asia,Levant,Mashriq,Al Jazira
4293,Arbil,Land,Asia,Persia,Persia,Shahrizor
4294,Sulaimaniyah,Land,Asia,Persia,Persia,Shahrizor
4295,Hisn Kayfa,Land,Asia,Levant,Anatolia,Kurdistan
4296,Bitlis,Land,Asia,Levant,Anatolia,Kurdistan
4297,Homs,Land,Asia,Levant,Mashriq,Syria
4298,Ayntab,Land,Asia,Levant,Mashriq,Aleppo
4299,Shamakhi,Land,Asia,Persia,Caucasia,Shirvan
4300,Mianeh,Land,Asia,Persia,Persia,Azerbaijan
4301,Kartli,Land,Europe,Persia,Caucasia,Kartli-Kakheti
4302,Bayazid,Land,Asia,Persia,Caucasia,Armenia
4303,Oltu,Land,Europe,Persia,Caucasia,Samtskhe
4304,Khoy,Land,Asia,Persia,Persia,Tabriz
4305,Shaki,Land,Asia,Persia,Caucasia,Shirvan
4306,Lakia,Land,Europe,Persia,Caucasia,Dagestan
4307,Aksaray,Land,Europe,Levant,Anatolia,Karaman
4308,Denizli,Land,Europe,Levant,Anatolia,Germiyan
4309,Aydin,Land,Europe,Levant,Anatolia,Aydin
4310,Divrigi,Land,Europe,Levant,Anatolia,Dulkadir
4311,Karahisar,Land,Europe,Levant,Anatolia,Germiyan
4312,Sultanönü,Land,Europe,Levant,Anatolia,Ankara
4313,Kangiri,Land,Europe,Levant,Anatolia,Ankara
4314,Kirshehir,Land,Europe,Levant,Anatolia,Rum
4315,Tokat,Land,Europe,Levant,Anatolia,Rum
4316,Sharqiya,Land,Africa,Levant,Egypt,Bahari
4317,Buhaira,Land,Africa,Levant,Egypt,Bahari
4318,Atfih,Land,Africa,Levant,Egypt,Vostani
4319,Isna,Land,Africa,Levant,Egypt,Said
4320,Girga,Land,Africa,Levant,Egypt,Said
4321,Egyptian Desert,Wasteland,Africa,,,
4322,Egyptian Desert,Wasteland,Africa,,,
4323,Farafreh,Land,Africa,Levant,Egypt,al-Wahat
4324,Ghuriyan,Land,Asia,Persia,Khorasan,Herat
4325,Sarakhs,Land,Asia,Persia,Khorasan,Herat
4326,Nishapur,Land,Asia,Persia,Khorasan,Mashhad
4327,Jask,Land,Asia,Persia,Persia,Mogostan
4328,Chagai,Wasteland,Asia,,,
4329,Fasa,Land,Asia,Persia,Persia,Farsistan
4330,Darab,Land,Asia,Persia,Persia,Farsistan
4331,Kazerun,Land,Asia,Persia,Persia,Farsistan
4332,Siraf,Land,Asia,Persia,Persia,Gulf Coast
4333,Dahlak Archipelago,Inland sea,Asia,Western Indian Ocean,Arabian Sea,Red Sea
4334,Tabas,Land,Asia,Persia,Khorasan,Birjand
4335,Kashan,Land,Asia,Persia,Persia,Isfahan
4336,Tun,Land,Asia,Persia,Khorasan,Birjand
4337,Savah,Land,Asia,Persia,Persia,Iraq-e-Ajam
4338,Soltanieh,Land,Asia,Persia,Persia,Azerbaijan
4339,Rasht,Land,Asia,Persia,Persia,Tabarestan
4340,Astara,Land,Asia,Persia,Caucasia,Shirvan
4341,Sari,Land,Asia,Persia,Persia,Tabarestan
4342,Malamir,Land,Asia,Persia,Persia,Khuzestan
4343,Termez,Land,Asia,Tartary,Central Asia,Khuttalan
4344,Kish,Land,Asia,Tartary,Central Asia,Khuttalan
4345,Saidabad,Land,Asia,Persia,Persia,Kerman
4346,Qamr Bay,Sea,,Western Indian Ocean,Arabian Sea,Arabian Sea
4347,Pirate Coast,Inland sea,,Western Indian Ocean,Arabian Sea,Persian Gulf
4348,Ifugao,Land,Asia,East Indies,Moluccas,Northern Luzon
4349,Laguna,Land,Asia,East Indies,Moluccas,Southern Luzon
4350,Mindoro,Land,Asia,East Indies,Moluccas,Southern Luzon
4351,Buglas,Land,Asia,East Indies,Moluccas,Visayas
4352,Cebu,Land,Asia,East Indies,Moluccas,Visayas
4353,Leyte,Land,Asia,East Indies,Moluccas,Visayas
4354,Zamboanga,Land,Asia,East Indies,Moluccas,West Mindanao
4355,Caraga,Land,Asia,East Indies,Moluccas,East Mindanao
4356,Taytay,Land,Asia,East Indies,Moluccas,Palawan
4357,Cuyo Archipelago,Inland sea,,West Pacific,East China Sea,Philipine Sea
4358,Philippine Trench,Inland sea,,West Pacific,East China Sea,Philipine Sea
4359,Ise,Land,Asia,Far East,Japan,Western Chubu
4360,Mikawa,Land,Asia,Far East,Japan,Eastern Chubu
4361,Roxburghshire,Land,Europe,Western Europe,Britain,Lowlands
4362,Dumfries,Land,Europe,Western Europe,Britain,Lowlands
4363,Argyll,Land,Europe,Western Europe,Britain,Highlands
4364,Inner Hebrides,Land,Europe,Western Europe,Britain,The Isles
4365,Mann,Land,Europe,Western Europe,Britain,The Isles
4366,Montgomery,Land,Europe,Western Europe,Britain,Wales
4367,Hull,Land,Europe,Western Europe,Britain,Yorkshire
4368,Scarborough,Land,Europe,Western Europe,Britain,Yorkshire
4369,Carmarthen,Land,Europe,Western Europe,Britain,Wales
4370,Bedfordshire,Land,Europe,Western Europe,Britain,East Anglia
4371,Sussex,Land,Europe,Western Europe,Britain,London
4372,Coventry,Land,Europe,Western Europe,Britain,West Midlands
4373,Devon,Land,Europe,Western Europe,Britain,Wessex
4374,Dorset,Land,Europe,Western Europe,Britain,Wessex
4375,Chester,Land,Europe,Western Europe,Britain,Northern England
4376,Leicester,Land,Europe,Western Europe,Britain,East Midlands
4377,Ormond,Land,Europe,Western Europe,Britain,Munster
4378,Desmond,Land,Europe,Western Europe,Britain,Munster
4379,Midlands,Land,Europe,Western Europe,Britain,Leinster
4380,Donegal,Land,Europe,Western Europe,Britain,Ulster
4381,Oversticht,Land,Europe,Western Europe,Low Countries,Frisia
4382,Groningen,Land,Europe,Western Europe,Low Countries,Frisia
4383,Den Haag,Land,Europe,Western Europe,Low Countries,Holland
4384,Rennais,Land,Europe,Western Europe,France,Brittany
4385,Cotentin,Land,Europe,Western Europe,France,Normandy
4386,Bas-Poitou,Land,Europe,Western Europe,France,Poitou
4387,Angoumois,Land,Europe,Western Europe,France,Poitou
4388,Chartres,Land,Europe,Western Europe,France,Île-de-France
4389,Touraine,Land,Europe,Western Europe,France,Loire Valley
4390,Troyes,Land,Europe,Western Europe,France,Champagne
4391,Vivarais,Land,Europe,Western Europe,France,Languedoc
4392,Auxerrois,Land,Europe,Western Europe,France,Western Burgundy
4393,Tabayin,Land,Asia,East Indies,Burma,Chindwin
4394,Salin,Land,Asia,East Indies,Burma,Central Burma
4395,Yamethin,Land,Asia,East Indies,Burma,Central Burma
4396,Prome,Land,Asia,East Indies,Burma,Central Burma
4397,Yawnghwe,Land,Asia,East Indies,Burma,Shan Hills
4398,Mawkmai,Land,Asia,East Indies,Burma,Karenni
4399,Dagon,Land,Asia,East Indies,Burma,Lower Burma
4400,Naga Hills,Wasteland,Asia,,,
4401,Arakan Mountains,Wasteland,Asia,,,
